"Date","Time","33 KV Rajendrapur Incommer","33 KV Joydebpur Incommer","T-1 Transformer","T-2 Transformer","T-3 Transformer","T-4 Transformer","11 KV T1 Transformer Incommer","11 KV T2 Transformer Incommer","11 KV T3 Transformer Incommer","11 KV T4 Transformer Incommer","Power (MW)","Supply (MW)","Demand (MW)"
"26-08-2021","22:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 130; Y-Phase: 130; B-Phase: 130; MW: 6.5","R-Phase: 50; Y-Phase: 50; B-Phase: 50; MW: 2.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","20","21.5"
"26-08-2021","23:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 57; Y-Phase: 57; B-Phase: 57; MW: 2.7","R-Phase: 137; Y-Phase: 137; B-Phase: 137; MW: 6.7","R-Phase: 82; Y-Phase: 82; B-Phase: 82; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","19.6","21.6"
"27-08-2021","00:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","18.8","21"
"27-08-2021","01:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 128; Y-Phase: 128; B-Phase: 128; MW: 6.3","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","19.9","19.9"
"27-08-2021","02:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 128; Y-Phase: 128; B-Phase: 128; MW: 6.3","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","19.9","19.9"
"27-08-2021","03:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 128; Y-Phase: 128; B-Phase: 128; MW: 6.3","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","19.9","19.9"
"27-08-2021","04:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.7","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 3.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","36","16.9","16.9"
"27-08-2021","05:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.7","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: 120120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 3.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","16.9","16.9"
"27-08-2021","06:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.7","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 3.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","16.9","16.9"
"27-08-2021","07:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 3.6","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","17.6","17.6"
"27-08-2021","08:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 112; Y-Phase: 112; B-Phase: 112; MW: 5.6","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: 112; Y-Phase: 112; B-Phase: 112; MW: 5.6","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","18.7","18.7"
"27-08-2021","09:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 114; Y-Phase: 114; B-Phase: 114; MW: 5.7","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.4","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 68; Y-Phase: 68; B-Phase: 68; MW: 5.4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.5","19.5"
"27-08-2021","10:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 114; Y-Phase: 114; B-Phase: 114; MW: 5.4","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.6","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19","19"
"27-08-2021","11:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 114; Y-Phase: 114; B-Phase: 114; MW: 5.7","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 3.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","20.2","20.2"
"27-08-2021","12:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 104; Y-Phase: 104; B-Phase: 104; MW: 5.2","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 118; Y-Phase: 118; B-Phase: 118; MW: 5.9","R-Phase: 74; Y-Phase: 74; B-Phase: 74; MW: 3.7","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.9","19.9"
"27-08-2021","13:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 98; Y-Phase: 98; B-Phase: 98; MW: 4.9","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.7","R-Phase: 112; Y-Phase: 112; B-Phase: 112; MW: 5.6","R-Phase: 78; Y-Phase: 78; B-Phase: 78; MW: 3.9","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","18.2","18.2"
"27-08-2021","14:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 96; Y-Phase: 96; B-Phase: 96; MW: 4.8","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.7","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 76; Y-Phase: 76; B-Phase: 76; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.1","19.1"
"27-08-2021","15:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 96; Y-Phase: 96; B-Phase: 96; MW: 4.8","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.7","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 76; Y-Phase: 76; B-Phase: 76; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.1","19.1"
"27-08-2021","16:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 96; Y-Phase: 97; B-Phase: 98; MW: 4.9","R-Phase: 94; Y-Phase: 95; B-Phase: 94; MW: 4.7","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.9","R-Phase: 76; Y-Phase: 76; B-Phase: 76; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.1","19.1"
"27-08-2021","17:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 238; Y-Phase: 238; B-Phase: 320; MW: 5.4","R-Phase: 238; Y-Phase: 289; B-Phase: 320; MW: 5.4","R-Phase: 316; Y-Phase: 312; B-Phase: 316; MW: 4","R-Phase: 223; Y-Phase: 215; B-Phase: 219; MW: 3.9","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","20.8","20.8"
"27-08-2021","18:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 238; Y-Phase: 289; B-Phase: 320; MW: 4.5","R-Phase: 238; Y-Phase: 289; B-Phase: 320; MW: 5.4","R-Phase: 316; Y-Phase: 312; B-Phase: 316; MW: 6","R-Phase: 223; Y-Phase: 215; B-Phase: 219; MW: 3.9","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","20.8","20.8"
"27-08-2021","19:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 238; Y-Phase: 289; B-Phase: 320; MW: 5.4","R-Phase: 238; Y-Phase: 289; B-Phase: 320; MW: 5.5","R-Phase: 316; Y-Phase: 312; B-Phase: 316; MW: 6","R-Phase: 223; Y-Phase: 215; B-Phase: 219; MW: 3.9","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","20.8","20.8"
"27-08-2021","19:30:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 281; Y-Phase: 272; B-Phase: 325; MW: 5.4","R-Phase: 329; Y-Phase: 323; B-Phase: 333; MW: 6.1","R-Phase: 343; Y-Phase: 336; B-Phase: 6.3; MW: 242","R-Phase: 63; Y-Phase: 242; B-Phase: 248; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","22.4","22.4"
"27-08-2021","20:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 281; Y-Phase: 272; B-Phase: 325; MW: 5.4","R-Phase: 320; Y-Phase: 323; B-Phase: 333; MW: 6.1","R-Phase: 343; Y-Phase: 336; B-Phase: 338; MW: 6.3","R-Phase: 242; Y-Phase: 248; B-Phase: 242; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","22.4","22.4"
"27-08-2021","21:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 281; Y-Phase: 272; B-Phase: 325; MW: 5.4","R-Phase: 320; Y-Phase: 323; B-Phase: 333; MW: 6.1","R-Phase: 343; Y-Phase: 336; B-Phase: 338; MW: 6.3","R-Phase: 242; Y-Phase: 248; B-Phase: 242; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","22.4","22.4"
"27-08-2021","22:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 281; Y-Phase: 272; B-Phase: 325; MW: 5.4","R-Phase: 320; Y-Phase: 323; B-Phase: 333; MW: 6.1","R-Phase: 343; Y-Phase: 336; B-Phase: 338; MW: 6.3","R-Phase: 242; Y-Phase: 248; B-Phase: 242; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","22.4","22.4"
"27-08-2021","23:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 108; Y-Phase: 108; B-Phase: 108; MW: 5.4","R-Phase: 122; Y-Phase: 122; B-Phase: 122; MW: 6.1","R-Phase: 126; Y-Phase: 126; B-Phase: 126; MW: 6.3","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","22.4","22.4"
"28-08-2021","00:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: 122; Y-Phase: 122; B-Phase: 122; MW: 6.1","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.8","19.8"
"28-08-2021","01:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: 122; Y-Phase: 122; B-Phase: 122; MW: 6.1","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.8","19.8"
"28-08-2021","02:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: 122; Y-Phase: 122; B-Phase: 122; MW: 6.1","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.8","19.8"
"28-08-2021","03:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: 122; Y-Phase: 122; B-Phase: 122; MW: 6.1","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.8","19.8"
"28-08-2021","04:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: 122; Y-Phase: 122; B-Phase: 122; MW: 6.1","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","19.8","19.8"
"28-08-2021","05:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.7","R-Phase: 76; Y-Phase: 76; B-Phase: 76; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","18.1","18.1"
"28-08-2021","06:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.8","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.7","R-Phase: 76; Y-Phase: 76; B-Phase: 76; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","18.1","18.1"
"28-08-2021","07:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","28","18.1","18.1"
"28-08-2021","08:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 249; Y-Phase: 291; B-Phase: 318; MW: 5.4","R-Phase: 227; Y-Phase: 260; B-Phase: 246; MW: 4.5","R-Phase: 303; Y-Phase: 903; B-Phase: 292; MW: 5.6","R-Phase: 200; Y-Phase: 201; B-Phase: 193; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","19.3","19.3"
"28-08-2021","09:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 249; Y-Phase: 291; B-Phase: 318; MW: 5.4","R-Phase: 227; Y-Phase: 260; B-Phase: 246; MW: 4.5","R-Phase: 303; Y-Phase: 303; B-Phase: 292; MW: 5.6","R-Phase: 200; Y-Phase: 201; B-Phase: 193; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","19.3","19.3"
"28-08-2021","10:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 249; Y-Phase: 290; B-Phase: 318; MW: 5.4","R-Phase: 227; Y-Phase: 260; B-Phase: 246; MW: 4.5","R-Phase: 303; Y-Phase: 303; B-Phase: 292; MW: 5.6","R-Phase: 200; Y-Phase: 201; B-Phase: 193; MW: 3.8","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","19.3","19.3"
"28-08-2021","11:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 280; Y-Phase: 332; B-Phase: 361; MW: 6.1","R-Phase: 294; Y-Phase: 343; B-Phase: 304; MW: 5.8","R-Phase: 311; Y-Phase: 316; B-Phase: 322; MW: 5.6","R-Phase: 255; Y-Phase: 252; B-Phase: 242; MW: 4.4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","33","21.6","21.6"
